طابع زمني,Are you a student at University of Gezira?,Age,Gender,Faculty,Academic level,Causes of dental caries,Causes of bleeding during tooth brushing:,Influence of dental plaque:,Measures that prevent oral diseases:,Systemic diseases that may be related to oral diseases:,Which is more important for oral health: self-administration or dentist?:,Frequency of daily tooth brushing.,Duration of tooth brushing.,Frequency of replacing tooth brush.,Frequency of visiting dentist.,Method of tooth brushing:,Oral hygiene methods besides tooth brushing:,What oral health problem(s) do you have (you can choose more than one):
9/22/2024 13:35:28,Yes,24,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Affecting appearance,"Application of fluoride, Tooth scaling",Heart diseases,"Self-administration of oral hygiene, Regular visit to dentist",1,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Modified pass technique,Mouthwash,"Dental caries, Tooth discoloration, Tooth hypersensitivity"
9/22/2024 14:13:56,Yes,24,Female,Medicine,Fifth year,"Toothpaste without fluoride, Inadequate tooth brushing","Periodontal disease, Brushing too hard",Inducing dental caries,"Application of fluoride, Tooth scaling",Heart diseases,Self-administration of oral hygiene,2,More than 3 minutes,Every two months,Once a year,Modified pass technique,"Sugar-free chewing gum, Toothpick",Dental caries
9/22/2024 14:16:53,Yes,25,Female,Medicine,Fifth year,"Toothpaste without fluoride, Dynamic of oral micro-flora",Brushing too hard,Inducing dental caries,Don't know,Diabetes mellitus,"Self-administration of oral hygiene, Regular visit to dentist",2,One minute or less,Every three months,When I have a dental problem/oral disease,Horizontal scrub,"Sugar-free chewing gum, Toothpick","Bad breath, Toothache"
9/22/2024 14:38:33,Yes,24,Female,Medicine,Fifth year,"Toothpaste without fluoride, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Don't know,"Application of fluoride, Pit & fissure sealing, Tooth scaling","Heart diseases, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",More than 2,2 to 3 minutes,Every three months,Once a year,Modified pass technique,Mouthwash,"Bad breath, Dental caries, Toothache, Tooth discoloration, Tooth hypersensitivity"
9/22/2024 14:39:57,Yes,22,Female,Medicine,Third year,"Frequent ingestion of sugar, Dynamic of oral micro-flora","Brushing too hard, Systemic disease",Inducing dental caries,"Application of fluoride, Pit & fissure sealing, Tooth scaling",Diabetes mellitus,Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,Mouthwash,"Gingival bleeding, Tooth hypersensitivity"
9/22/2024 15:11:20,Yes,24,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries","Application of fluoride, Tooth scaling","Diabetes mellitus, Cancer","Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every three months,Once a year,Vertical scrub,"Mouthwash, Sugar-free chewing gum, Toothpick","Dental caries, Tooth discoloration"
9/22/2024 15:34:20,Yes,26,Female,Medicine,Fifth year,"Toothpaste without fluoride, Inadequate tooth brushing",Brushing too hard,Including periodontal diseases,Application of fluoride,Diabetes mellitus,Regular visit to dentist,1,One minute or less,Every three months,When I have a dental problem/oral disease,Horizontal scrub,Mouthwash,Dental caries
9/22/2024 18:09:21,Yes,23,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Brushing too hard, Systemic disease",Inducing dental caries,Tooth scaling,Heart diseases,Self-administration of oral hygiene,1,One minute or less,Until it can't be used,When I have a dental problem/oral disease,Horizontal scrub,"Mouthwash, Sugar-free chewing gum","Dental caries, Oral ulcers"
9/22/2024 18:10:25,Yes,25,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Natural physiological phenomenon, Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling","Heart diseases, Diabetes mellitus, Hypertension, Cancer","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,None,Dental caries
9/22/2024 18:12:13,Yes,21,Female,Medicine,Third year,Dynamic of oral micro-flora,Periodontal disease,Inducing dental caries,Tooth scaling,"Heart diseases, Diabetes mellitus",Self-administration of oral hygiene,2,2 to 3 minutes,Every two months,Twice a year,Horizontal scrub,Mouthwash,Bruxism
9/22/2024 19:05:10,Yes,24,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Inducing dental caries,"Application of fluoride, Tooth scaling","Heart diseases, Diabetes mellitus, Hypertension, Cancer, Other diseases",Self-administration of oral hygiene,1,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Irregular,None,Tooth hypersensitivity
9/22/2024 19:36:44,,,,,,,,,,,,,,,,,,
9/22/2024 19:40:46,Yes,21,Female,Medicine,Third year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Inducing dental caries",Tooth scaling,"Diabetes mellitus, Cancer, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Vertical scrub,"Dental floss, Toothpick","Bad breath, Dental caries, Gingival bleeding, Oral ulcers, Toothache, Tooth hypersensitivity"
9/22/2024 21:27:29,Yes,22,Female,Medicine,Third year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling",Diabetes mellitus,"Self-administration of oral hygiene, Regular visit to dentist",2,One minute or less,Every three months,Twice a year,Vertical scrub,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick","Bad breath, Bruxism, Dental caries, Gingival bleeding, Oral ulcers, Toothache, Tooth discoloration, Tooth hypersensitivity"
9/22/2024 22:18:17,Yes,23,Male,Medicine,Third year,Toothpaste without fluoride,Periodontal disease,Affecting appearance,Application of fluoride,Other diseases,Self-administration of oral hygiene,2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Vertical scrub,Toothpick,Dental caries
9/23/2024 0:46:46,Yes,24,Female,Medicine,Fifth year,"Toothpaste without fluoride, Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries","Application of fluoride, Pit & fissure sealing","Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every month,When I have a dental problem/oral disease,Modified pass technique,Mouthwash,"Oral ulcers, Tooth discoloration"
9/23/2024 8:49:24,Yes,24,Female,Medicine,Fifth year,Dynamic of oral micro-flora,"Periodontal disease, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases",Tooth scaling,"Diabetes mellitus, Hypertension, Cancer, Other diseases",Regular visit to dentist,2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Vertical scrub,Mouthwash,"Toothache, Tooth hypersensitivity"
9/23/2024 12:53:05,Yes,21,Female,Medicine,Third year,Frequent ingestion of sugar,"Periodontal disease, Brushing too hard",Don't know,Don't know,Heart diseases,Self-administration of oral hygiene,1,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Vertical scrub,Mouthwash,"Dental caries, Tooth hypersensitivity"
9/23/2024 13:17:08,Yes,21,Female,Medicine,Third year,Frequent ingestion of sugar,,,,"Heart diseases, Diabetes mellitus",,1,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Horizontal scrub,None,"Gingival bleeding, Tooth discoloration, Tooth hypersensitivity"
9/23/2024 14:13:47,Yes,22,Female,Medicine,Third year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Not a big deal",Don't know,"Heart diseases, Cancer, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Irregular,Mouthwash,"Dental caries, Tooth hypersensitivity"
9/23/2024 20:41:38,Yes,26,Female,Medicine,,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Natural physiological phenomenon, Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases, Not a big deal","Application of fluoride, Tooth scaling","Heart diseases, Diabetes mellitus, Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",1,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick","Dental caries, Gingival bleeding, Tooth discoloration"
9/24/2024 4:38:23,Yes,22,Female,Medicine,Third year,Inadequate tooth brushing,Brushing too hard,"Including periodontal diseases, Don't know",Application of fluoride,"Heart diseases, Cancer, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Horizontal scrub,"Mouthwash, Sugar-free chewing gum",No problem
9/24/2024 13:22:40,Yes,21,Female,Medicine,Second year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Pit & fissure sealing, Tooth scaling",Diabetes mellitus,"Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Irregular,"Mouthwash, Sugar-free chewing gum","Dental caries, Tooth hypersensitivity"
9/24/2024 15:32:01,Yes,26,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing",Brushing too hard,"Affecting appearance, Inducing dental caries, Including periodontal diseases, Not a big deal",Application of fluoride,Other diseases,Self-administration of oral hygiene,2,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick","Toothache, Tooth hypersensitivity"
9/25/2024 14:20:35,Yes,21,Female,Medicine,Third year,"Frequent ingestion of sugar, Inadequate tooth brushing",Brushing too hard,"Affecting appearance, Inducing dental caries, Including periodontal diseases",Tooth scaling,"Diabetes mellitus, Don't know",Self-administration of oral hygiene,1,One minute or less,Until it can't be used,When I have a dental problem/oral disease,Vertical scrub,None,"Dental caries, Tooth discoloration"
9/25/2024 14:22:24,Yes,25,Female,Medicine,Fourth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Including periodontal diseases",Don't know,"Heart diseases, Diabetes mellitus, Cancer",Self-administration of oral hygiene,More than 2,2 to 3 minutes,,Once a year,Modified pass technique,Mouthwash,No problem
9/25/2024 14:49:31,Yes,22,Female,Medicine,Fourth year,"Dynamic of oral micro-flora, Inadequate tooth brushing","Natural physiological phenomenon, Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Including periodontal diseases","Application of fluoride, Pit & fissure sealing","Diabetes mellitus, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every two months,Once a year,Modified pass technique,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick",No problem
9/25/2024 14:53:40,Yes,24,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Systemic disease",Affecting appearance,"Pit & fissure sealing, Tooth scaling","Heart diseases, Diabetes mellitus, Hypertension, Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",1,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,"Mouthwash, Toothpick","Dental caries, Tooth hypersensitivity"
9/25/2024 15:00:43,Yes,25 years ,Female,Medicine,Fifth year,Inadequate tooth brushing,"Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries",Tooth scaling,"Heart diseases, Diabetes mellitus, Cancer","Self-administration of oral hygiene, Regular visit to dentist",More than 2,2 to 3 minutes,Every month,Twice a year,Modified pass technique,"Mouthwash, Sugar-free chewing gum, Toothpick",Oral ulcers
9/25/2024 15:46:25,Yes,25,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Including periodontal diseases","Application of fluoride, Tooth scaling",Don't know,Regular visit to dentist,1,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Horizontal scrub,None,No problem
9/25/2024 17:18:56,Yes,24,Female,Medicine,Fifth year,"Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Not a big deal","Application of fluoride, Tooth scaling","None of the above, Other diseases",Self-administration of oral hygiene,1,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Modified pass technique,"Dental floss, Mouthwash","Dental caries, Toothache, Tooth discoloration"
9/25/2024 18:06:46,Yes,24,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases",Application of fluoride,"Heart diseases, Diabetes mellitus","Self-administration of oral hygiene, Regular visit to dentist",1,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Fones technique,Sugar-free chewing gum,"Bad breath, Dental caries, Gingival bleeding, Oral ulcers, Toothache, Tooth discoloration, Tooth hypersensitivity"
9/25/2024 18:07:37,Yes,22 year,Female,Medicine,Third year,Inadequate tooth brushing,Brushing too hard,Don't know,Application of fluoride,Heart diseases,Self-administration of oral hygiene,2,More than 3 minutes,Every month,When I have a dental problem/oral disease,Vertical scrub,Mouthwash,No problem
9/25/2024 19:18:27,Yes,20,Female,Medicine,Third year,Inadequate tooth brushing,Periodontal disease,Inducing dental caries,Tooth scaling,Diabetes mellitus,"Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Vertical scrub,Mouthwash,"Gingival bleeding, Tooth discoloration"
9/25/2024 20:36:57,Yes,26,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Inducing dental caries, Including periodontal diseases",Application of fluoride,"Diabetes mellitus, Cancer, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,Once a year,Modified pass technique,"Mouthwash, Sugar-free chewing gum, Toothpick","Dental caries, Gingival bleeding"
9/25/2024 21:21:01,Yes,21,Male,Medicine,Third year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing",Brushing too hard,,"Application of fluoride, Tooth scaling","None of the above, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Horizontal scrub,None,No problem
9/25/2024 23:09:19,Yes,24,Female,Medicine,Fourth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Natural physiological phenomenon, Brushing too hard, Systemic disease",Don't know,Don't know,"Heart diseases, Diabetes mellitus, Cancer","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,Once a year,Modified pass technique,"Dental floss, Sugar-free chewing gum","Dental caries, Gingival bleeding, "
9/26/2024 1:27:18,Yes,21,Female,Medicine,Third year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Inducing dental caries",Application of fluoride,"Heart diseases, Diabetes mellitus, Cancer","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Horizontal scrub,None,"Dental caries, Gingival bleeding, Toothache, Tooth hypersensitivity"
9/26/2024 4:57:15,Yes,24,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries","Pit & fissure sealing, Tooth scaling",Don't know,Self-administration of oral hygiene,2,More than 3 minutes,Every two months,When I have a dental problem/oral disease,Vertical scrub,Mouthwash,Dental caries
9/26/2024 5:55:44,Yes,25 yers,Female,Medicine,Fifth year,Frequent ingestion of sugar,Brushing too hard,Inducing dental caries,Application of fluoride,Heart diseases,Self-administration of oral hygiene,1,More than 3 minutes,Every two months,When I have a dental problem/oral disease,Irregular,Mouthwash,Dental caries
9/26/2024 7:10:11,Yes,24,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling","Diabetes mellitus, Other diseases",Regular visit to dentist,2,2 to 3 minutes,Every three months,More than 2 times a year,Modified pass technique,"Mouthwash, Sugar-free chewing gum","Oral ulcers, Tooth discoloration"
9/27/2024 8:18:21,Yes,24,Male,Medicine,Fourth year,"Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases",Application of fluoride,"Diabetes mellitus, Other diseases",Self-administration of oral hygiene,2,More than 3 minutes,Every two months,Once a year,Modified pass technique,Mouthwash,Tooth hypersensitivity
9/27/2024 8:22:00,Yes,24,Male,Medicine,Fourth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard",Affecting appearance,"Application of fluoride, Tooth scaling","Heart diseases, Diabetes mellitus","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,Mouthwash,Oral ulcers
9/27/2024 13:57:21,Yes,25,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Natural physiological phenomenon, Periodontal disease, Brushing too hard, Systemic disease","Inducing dental caries, Including periodontal diseases",Tooth scaling,Diabetes mellitus,Self-administration of oral hygiene,More than 2,2 to 3 minutes,Every month,More than 2 times a year,Modified pass technique,"Dental floss, Mouthwash, Sugar-free chewing gum","Dental caries, Gingival bleeding, Oral ulcers, Toothache, Tooth discoloration"
9/27/2024 19:07:55,Yes,25,Male,Medicine,Fourth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling","Heart diseases, Diabetes mellitus, Hypertension, Cancer, Other diseases",Regular visit to dentist,2,More than 3 minutes,Every month,When I have a dental problem/oral disease,Irregular,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick",Dental caries
9/27/2024 23:00:13,Yes,24,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Don't know,"Application of fluoride, Tooth scaling","Diabetes mellitus, Cancer","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,Once a year,Fones technique,"Mouthwash, Sugar-free chewing gum",Dental caries
